Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,clasificacion_sku,Margen_Bruto,Brecha_Entrega
TRX-10135,PROD-3021,2026-01-23,9.0,132.13,57.09,16,Devuelto,Bogotá,App,Smartphones,444.0,1348.93,154.0,5.0,Sur,2025-11-21,Catalogo oficial,-11008.29,11.0
TRX-10136,PROD-1372,2025-10-06,7.0,628.88,79.38,3,Retrasado,Cali,Online,Tablets,1326.0,108.2,175.0,10.0,Occidente,2024-12-18,Catalogo oficial,3565.38,-7.0
TRX-10137,PROD-1192,2024-11-28,14.0,281.81,83.81,19,Retrasado,Bogotá,WhatsApp,Laptops,439.0,1325.03,212.0,3.0,Occidente,2025-03-27,Catalogo oficial,-14688.89,16.0
TRX-10138,PROD-1449,2025-12-04,11.0,1056.48,68.32,16,Perdido,Cali,App,Laptops,1378.0,910.52,166.0,5.0,Sur,2024-05-29,Catalogo oficial,1537.2400000000016,11.0
TRX-10139,PROD-1626,2025-11-02,6.0,1042.77,33.46,11,En Camino,Bogotá,Físico,Monitores,729.0,1414.28,220.0,5.0,Zona_Franca,2025-01-23,Catalogo oficial,-2262.5199999999995,6.0
TRX-10140,PROD-3570,2024-10-18,1.0,1154.34,83.19,26,En Camino,Barranquilla,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-10141,PROD-1655,2024-12-14,2.0,1493.0,75.51,9,En Camino,Bogotá,Online,Monitores,1780.0,691.74,199.0,3.0,Norte,2026-01-02,Catalogo oficial,1527.01,6.0
TRX-10142,PROD-3787,2026-01-27,12.0,1942.95,71.92,14,Devuelto,Medellín,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-10143,PROD-2729,2025-09-21,6.0,1757.73,11.4,2,Retrasado,Medellín,Online,Laptops,1859.0,121.48,164.0,27.5,Zona_Franca,2025-12-27,Catalogo oficial,9806.1,-25.5
TRX-10144,PROD-3442,2025-09-24,11.0,245.55,51.93,13,Entregado,Cali,Físico,Accesorios,286.0,485.1,127.0,5.0,Norte,2024-10-29,Catalogo oficial,-2686.9800000000005,8.0
TRX-10145,PROD-1260,2024-11-21,1.0,683.64,9.11,5,Entregado,Bogotá,App,Laptops,685.0,74.06,251.0,10.0,BOD-EXT-99,2025-04-24,Catalogo oficial,600.47,-5.0
TRX-10146,PROD-2576,2024-10-31,11.0,519.09,71.06,20,Perdido,Cali,Online,Smartphones,1896.0,1248.37,143.0,10.0,Norte,2024-09-28,Catalogo oficial,-8093.1399999999985,10.0
TRX-10147,PROD-2563,2025-01-23,5.0,361.87,94.76,14,Devuelto,Barranquilla,Físico,Tablets,1944.0,712.49,118.0,5.0,BOD-EXT-99,2025-09-11,Catalogo oficial,-1847.8600000000001,9.0
TRX-10148,PROD-3440,2025-07-11,1.0,1094.0,78.5,1,,Bogotá,Físico,Laptops,474.0,1190.75,158.0,5.0,Sur,2025-07-31,Catalogo oficial,-175.25,-4.0
TRX-10149,PROD-2917,2025-06-26,13.0,1111.0,83.99,6,Devuelto,Ventas_Web,Online,Laptops,1014.0,231.61,148.0,10.0,Zona_Franca,2025-10-09,Catalogo oficial,11348.08,-4.0
TRX-10150,PROD-3167,2025-11-21,3.0,462.22,56.77,22,Retrasado,Barranquilla,Físico,Smartphones,188.0,1284.79,110.0,5.0,Norte,2024-07-11,Catalogo oficial,-2524.4799999999996,17.0
TRX-10151,PROD-2029,2025-10-01,12.0,1426.68,33.94,11,,Bogotá,App,Monitores,1605.0,793.67,216.0,10.0,Norte,2025-08-24,Catalogo oficial,7562.18,1.0
TRX-10152,PROD-3266,2025-07-23,12.0,1468.5,69.39,17,Entregado,Cali,App,Accesorios,565.0,281.52,220.0,5.0,Sur,2025-07-09,Catalogo oficial,14174.37,12.0
TRX-10153,PROD-1047,2025-07-01,12.0,51.75,72.64,23,Devuelto,Barranquilla,App,Smartphones,1659.0,697.74,162.0,5.0,Norte,2025-04-06,Catalogo oficial,-7824.52,18.0
TRX-10154,PROD-3786,2025-04-01,7.0,797.56,69.16,22,Perdido,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-10155,PROD-3952,2025-12-27,5.0,1781.38,94.94,14,Entregado,Ventas_Web,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-10156,PROD-1469,2025-07-11,12.0,1045.43,51.605000000000004,14,Devuelto,Medellín,App,Accesorios,486.0,419.0,154.0,5.0,Norte,2025-11-13,Catalogo oficial,7465.555,9.0
TRX-10157,PROD-3792,2025-02-21,10.0,701.78,39.88,20,Retrasado,Cali,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-10158,PROD-3199,2025-10-11,1.0,514.82,8.77,7,Retrasado,Bogotá,WhatsApp,Monitores,1887.0,746.27,116.0,27.5,Norte,2024-04-15,Catalogo oficial,-240.2199999999999,-20.5
TRX-10159,PROD-2092,2025-05-13,1.0,494.28,91.3,19,,Bogotá,Online,Sin especificar,1405.0,496.34,158.0,5.0,Occidente,2024-05-04,Catalogo oficial,-93.36000000000001,14.0
TRX-10160,PROD-3625,2026-01-09,8.0,208.54,20.25,26,Retrasado,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-10161,PROD-2393,2025-11-01,11.0,1636.28,71.25,27,Retrasado,Medellín,Físico,Laptops,132.0,751.07,271.0,3.0,Zona_Franca,2025-04-24,Catalogo oficial,9666.059999999998,24.0
TRX-10162,PROD-1456,2025-02-15,14.0,182.45,87.95,22,Entregado,Bucaramanga,Online,Laptops,1935.0,245.14,115.0,10.0,Norte,2025-11-16,Catalogo oficial,-965.6100000000001,12.0
TRX-10163,PROD-2202,2025-06-20,13.0,591.67,34.46,6,Entregado,Cali,Físico,Accesorios,1353.0,1041.61,195.0,5.0,Occidente,2024-10-07,Catalogo oficial,-5883.6799999999985,1.0
TRX-10164,PROD-2780,2025-08-23,9.0,100.89,83.89,13,Devuelto,Ventas_Web,Físico,Laptops,800.0,783.59,295.0,3.0,Occidente,2024-11-18,Catalogo oficial,-6228.1900000000005,10.0
TRX-10165,PROD-1647,2025-02-03,7.0,1564.96,36.55,10,Perdido,Bogotá,WhatsApp,Laptops,1674.0,687.79,183.0,27.5,Norte,2025-02-01,Catalogo oficial,6103.640000000001,-17.5
TRX-10166,PROD-2858,2025-03-12,13.0,88.17,80.45,22,En Camino,Bucaramanga,App,Smartphones,1609.0,1250.87,162.0,10.0,BOD-EXT-99,2025-10-12,Catalogo oficial,-15195.55,12.0
TRX-10167,PROD-1013,2025-11-11,3.0,623.52,11.63,19,En Camino,Bogotá,WhatsApp,Smartphones,1037.0,1403.15,146.0,5.0,Norte,2025-07-25,Catalogo oficial,-2350.520000000001,14.0
TRX-10168,PROD-3957,2024-10-20,12.0,1150.86,52.475,10,Retrasado,Cali,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-10169,PROD-3947,2025-02-05,6.0,825.03,67.25,5,Devuelto,Bucaramanga,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-10170,PROD-2078,2025-11-09,3.0,571.72,69.33,13,En Camino,Ventas_Web,Físico,Laptops,1060.0,410.48,112.0,10.0,Norte,2025-06-24,Catalogo oficial,414.3900000000001,3.0
TRX-10171,PROD-3050,2025-11-01,10.0,557.63,51.69,17,En Camino,Medellín,App,Tablets,986.0,1039.87,240.0,0.0,BOD-EXT-99,2025-09-08,Catalogo oficial,-4874.089999999999,17.0
TRX-10172,PROD-1731,2025-12-31,4.0,1597.6,70.27,22,En Camino,Cali,Físico,Laptops,1786.0,652.39,101.0,5.0,Norte,2024-09-18,Catalogo oficial,3710.5699999999997,17.0
TRX-10173,PROD-3079,2025-10-03,12.0,1948.22,92.7,23,En Camino,Bucaramanga,Físico,Sin especificar,142.0,1318.38,296.0,27.5,Sur,2025-03-10,Catalogo oficial,7465.379999999997,-4.5
TRX-10174,PROD-1435,2025-05-21,4.0,702.6,74.72,5,,Barranquilla,WhatsApp,Sin especificar,1289.0,475.36,237.0,10.0,BOD-EXT-99,2025-12-24,Catalogo oficial,834.24,-5.0
TRX-10175,PROD-3561,2025-09-01,3.0,87.9,96.32,21,En Camino,Cali,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-10176,PROD-2222,2025-12-08,10.0,82.77,47.62,29,,Medellín,App,Laptops,1004.0,348.4,158.0,10.0,Occidente,2025-04-13,Catalogo oficial,-2703.92,19.0
TRX-10177,PROD-3617,2025-12-10,6.0,1520.83,55.19,22,,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-10178,PROD-3079,2025-11-30,5.0,1109.22,30.06,7,Devuelto,Barranquilla,Físico,Sin especificar,142.0,1318.38,296.0,27.5,Sur,2025-03-10,Catalogo oficial,-1075.8600000000006,-20.5
TRX-10179,PROD-3494,2025-05-08,11.0,1569.35,98.63,20,En Camino,Ventas_Web,WhatsApp,Monitores,1294.0,512.29,186.0,27.5,Occidente,2024-09-17,Catalogo oficial,11529.029999999999,-7.5
TRX-10180,PROD-1814,2025-07-06,9.0,1398.02,52.475,7,En Camino,Cali,Online,Accesorios,1055.0,657.69,190.0,5.0,Zona_Franca,2025-10-07,Catalogo oficial,6610.494999999999,2.0
TRX-10181,PROD-1626,2025-07-22,9.0,1815.94,10.24,15,,Ventas_Web,Físico,Monitores,729.0,1414.28,220.0,5.0,Zona_Franca,2025-01-23,Catalogo oficial,3604.7000000000007,10.0
TRX-10182,PROD-2531,2024-10-26,3.0,1772.79,39.07,15,Devuelto,Bucaramanga,WhatsApp,Tablets,406.0,694.63,255.0,5.0,Occidente,2024-11-30,Catalogo oficial,3195.41,10.0
TRX-10183,PROD-1661,2024-09-24,13.0,1578.77,33.28,21,Entregado,Bucaramanga,Online,Smartphones,464.0,1209.69,136.0,0.0,Norte,2025-10-17,Catalogo oficial,4764.759999999997,21.0
TRX-10184,PROD-3209,2025-09-19,9.0,955.63,41.72,23,Entregado,Medellín,Físico,Laptops,314.0,722.71,140.0,10.0,Sur,2024-10-12,Catalogo oficial,2054.5599999999995,13.0
TRX-10185,PROD-3172,2025-04-05,13.0,623.17,92.18,1,Entregado,Cali,Físico,Monitores,872.0,62.5,265.0,5.0,Occidente,2024-03-17,Catalogo oficial,7196.529999999999,-4.0
TRX-10186,PROD-1002,2024-12-25,12.0,1018.98,39.96,26,En Camino,Bogotá,Online,Monitores,1209.0,611.62,214.0,5.0,Sur,2024-06-21,Catalogo oficial,4848.36,21.0
TRX-10187,PROD-3453,2025-08-16,3.0,1009.12,92.11,12,Devuelto,Bucaramanga,Físico,Smartphones,1749.0,974.23,268.0,27.5,BOD-EXT-99,2025-11-23,Catalogo oficial,12.559999999999945,-15.5
TRX-10188,PROD-2327,2025-07-27,4.0,1224.45,45.22,2,Entregado,Medellín,Físico,Monitores,789.0,826.25,290.0,5.0,Norte,2025-04-15,Catalogo oficial,1547.5800000000004,-3.0
TRX-10189,PROD-3001,2025-02-04,1.0,380.33,86.2,18,Retrasado,Ventas_Web,Físico,Accesorios,1638.0,775.9,110.0,5.0,Norte,2024-09-11,Catalogo oficial,-481.77000000000004,13.0
TRX-10190,PROD-1079,2025-04-14,5.0,1314.68,54.57,15,Retrasado,Cali,WhatsApp,Accesorios,758.0,764.59,298.0,5.0,Zona_Franca,2024-12-13,Catalogo oficial,2695.88,10.0
TRX-10191,PROD-1458,2025-05-30,12.0,918.64,34.58,7,Devuelto,Cali,WhatsApp,Smartphones,1262.0,1255.7,245.0,0.0,Norte,2025-04-23,Catalogo oficial,-4079.300000000001,7.0
TRX-10192,PROD-2486,2025-02-16,9.0,1244.21,51.93,9,En Camino,Bogotá,Físico,Smartphones,1722.0,869.85,143.0,5.0,Occidente,2025-11-26,Catalogo oficial,3317.3099999999986,4.0
TRX-10193,PROD-2259,2025-09-03,2.0,486.81,47.69,23,,Medellín,WhatsApp,Smartphones,1389.0,1201.21,124.0,27.5,BOD-EXT-99,2025-03-01,Catalogo oficial,-1476.4900000000002,-4.5
TRX-10194,PROD-1980,2025-09-05,4.0,874.45,45.32,28,Entregado,Barranquilla,Físico,Accesorios,794.0,1078.61,107.0,27.5,Norte,2024-05-02,Catalogo oficial,-861.9599999999991,0.5
TRX-10195,PROD-1237,2025-06-03,10.0,428.3,29.69,22,En Camino,Medellín,WhatsApp,Laptops,1558.0,1185.78,151.0,3.0,Norte,2025-09-17,Catalogo oficial,-7604.49,19.0
TRX-10196,PROD-1986,2025-10-26,2.0,1751.86,32.52,3,,Barranquilla,WhatsApp,Accesorios,450.0,1324.96,129.0,27.5,BOD-EXT-99,2024-10-26,Catalogo oficial,821.2799999999997,-24.5
TRX-10197,PROD-3323,2025-08-22,14.0,981.04,22.71,21,Entregado,Barranquilla,WhatsApp,Sin especificar,1044.0,958.91,129.0,0.0,Sur,2025-10-04,Catalogo oficial,287.1100000000006,21.0
TRX-10198,PROD-1322,2025-03-17,8.0,457.71,36.92,10,Perdido,Bogotá,Online,Accesorios,1193.0,642.26,163.0,10.0,Norte,2025-05-30,Catalogo oficial,-1513.3200000000002,0.0
TRX-10199,PROD-1350,2025-01-25,9.0,92.01,64.32,2,Perdido,Medellín,Físico,Accesorios,977.5,1483.21,188.0,5.0,Occidente,2025-05-04,Catalogo oficial,-12585.119999999999,-3.0
TRX-10200,PROD-3997,2025-05-31,12.0,1354.72,41.72,29,En Camino,Medellín,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-10201,PROD-2990,2025-10-25,3.0,437.14,72.67,25,Retrasado,Bogotá,WhatsApp,Accesorios,594.0,98.46,230.0,0.0,Norte,2024-06-02,Catalogo oficial,943.3700000000001,25.0
TRX-10202,PROD-1283,2025-01-31,13.0,1979.27,98.76,22,En Camino,Cali,WhatsApp,Smartphones,1788.0,903.11,176.0,10.0,Sur,2025-10-12,Catalogo oficial,13891.319999999998,12.0
TRX-10203,PROD-3181,2024-11-11,9.0,1072.06,40.82,25,Entregado,Bucaramanga,Físico,Monitores,153.0,1111.72,179.0,0.0,Norte,2025-03-13,Catalogo oficial,-397.7600000000002,25.0
TRX-10204,PROD-1515,2024-12-24,6.0,585.06,51.605000000000004,25,En Camino,Ventas_Web,App,Smartphones,717.0,1282.44,133.0,5.0,Sur,2025-03-18,Catalogo oficial,-4235.885,20.0
TRX-10205,PROD-1525,2025-10-07,6.0,1318.78,48.95,12,En Camino,Cali,Físico,Smartphones,1041.0,202.95,180.0,3.0,Zona_Franca,2025-07-30,Catalogo oficial,6646.030000000001,9.0
TRX-10206,PROD-3702,2025-07-29,7.0,557.69,20.59,7,Entregado,Medellín,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-10207,PROD-2946,2025-10-17,12.0,1642.35,42.26,5,Retrasado,Medellín,WhatsApp,Laptops,224.0,894.53,166.0,27.5,Zona_Franca,2025-12-22,Catalogo oficial,8931.579999999996,-22.5
TRX-10208,PROD-3251,2025-11-29,5.0,623.39,74.05,4,Perdido,Ventas_Web,Online,Smartphones,987.0,1042.85,128.0,0.0,Sur,2025-10-22,Catalogo oficial,-2171.3500000000004,4.0
TRX-10209,PROD-1676,2025-11-03,6.0,1976.61,25.65,1,,Medellín,Físico,Accesorios,987.0,926.32,201.0,27.5,Occidente,2024-12-02,Catalogo oficial,6276.09,-26.5
TRX-10210,PROD-2085,2025-04-30,11.0,1214.24,22.3,15,Entregado,Bogotá,App,Laptops,311.0,60.12,262.0,10.0,Sur,2025-05-03,Catalogo oficial,12673.02,5.0
TRX-10211,PROD-3161,2025-08-22,1.0,1690.38,40.76,9,En Camino,Bucaramanga,App,Monitores,320.0,356.68,170.0,5.0,Norte,2025-11-08,Catalogo oficial,1292.94,4.0
TRX-10212,PROD-3484,2025-08-22,3.0,154.9,82.77,6,Devuelto,Bucaramanga,App,Smartphones,1816.0,256.16,156.0,5.0,Zona_Franca,2024-05-19,Catalogo oficial,-386.54999999999995,1.0
TRX-10213,PROD-2733,2024-10-12,12.0,703.12,64.25,14,En Camino,Medellín,Físico,Accesorios,1941.0,761.98,253.0,0.0,Norte,2024-12-25,Catalogo oficial,-770.5699999999997,14.0
TRX-10214,PROD-1867,2025-04-15,9.0,1477.6,95.97,2,,Bogotá,Físico,Laptops,1017.0,272.99,187.0,3.0,Occidente,2025-03-10,Catalogo oficial,10745.52,-1.0
TRX-10215,PROD-3208,2024-12-22,12.0,1313.57,90.93,12,En Camino,Bogotá,App,Tablets,1424.0,328.86,105.0,5.0,Zona_Franca,2025-03-28,Catalogo oficial,11725.59,7.0
TRX-10216,PROD-3989,2025-12-10,5.0,396.54,52.475,23,Devuelto,Bucaramanga,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-10217,PROD-3825,2025-09-12,5.0,718.84,19.36,28,,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-10218,PROD-1823,2025-03-14,8.0,534.25,9.04,6,En Camino,Bucaramanga,Online,Smartphones,578.0,898.0,152.0,3.0,BOD-EXT-99,2024-03-10,Catalogo oficial,-2919.04,3.0
TRX-10219,PROD-3920,2025-03-30,11.0,1230.61,42.91,13,Devuelto,Bogotá,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-10220,PROD-2276,2025-07-31,11.0,695.69,54.6,4,En Camino,Medellín,Físico,Laptops,945.0,345.89,249.0,10.0,Sur,2025-12-12,Catalogo oficial,3793.2000000000003,-6.0
TRX-10221,PROD-2634,2024-09-24,13.0,625.02,53.98,22,Retrasado,Bogotá,Físico,Monitores,0.0,890.75,156.0,5.0,Zona_Franca,2025-08-10,Catalogo oficial,-3508.4699999999993,17.0
TRX-10222,PROD-3751,2025-09-18,2.0,422.68,17.74,16,,Medellín,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-10223,PROD-3661,2025-11-25,13.0,823.96,16.86,29,Perdido,Medellín,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-10224,PROD-2529,2025-03-09,7.0,399.05,9.45,11,Retrasado,Bogotá,WhatsApp,Accesorios,922.0,620.94,279.0,5.0,Occidente,2025-07-01,Catalogo oficial,-1562.6799999999998,6.0
TRX-10225,PROD-2794,2025-09-25,9.0,1925.51,85.83,6,Entregado,Bucaramanga,Físico,Sin especificar,339.0,490.94,179.0,10.0,Zona_Franca,2024-06-02,Catalogo oficial,12825.3,-4.0
TRX-10226,PROD-3119,2024-10-16,7.0,317.46,95.04,5,Entregado,Medellín,App,Sin especificar,0.0,598.56,246.0,0.0,Norte,2025-12-13,Catalogo oficial,-2062.7400000000002,5.0
TRX-10227,PROD-2849,2025-11-09,12.0,1827.48,15.99,1,En Camino,Medellín,App,Tablets,1441.0,286.86,220.0,10.0,Norte,2025-02-26,Catalogo oficial,18471.45,-9.0
TRX-10228,PROD-1495,2025-12-17,5.0,862.66,53.06,19,Entregado,Bucaramanga,WhatsApp,Smartphones,98.0,633.92,122.0,0.0,Zona_Franca,2025-06-24,Catalogo oficial,1090.6400000000003,19.0
TRX-10229,PROD-2015,2025-09-22,13.0,761.95,25.25,7,Entregado,Ventas_Web,App,Laptops,1802.0,412.46,149.0,3.0,Norte,2024-11-15,Catalogo oficial,4518.120000000001,4.0
TRX-10230,PROD-1920,2024-11-29,6.0,470.33,13.54,18,En Camino,Bucaramanga,Físico,Monitores,214.0,1350.64,127.0,0.0,Occidente,2025-04-22,Catalogo oficial,-5295.4,18.0
TRX-10231,PROD-1262,2025-09-27,4.0,1275.16,88.36,10,En Camino,Medellín,WhatsApp,Monitores,1959.0,923.55,244.0,5.0,Occidente,2025-02-05,Catalogo oficial,1318.0800000000004,5.0
TRX-10232,PROD-2384,2025-04-04,14.0,1374.2,96.08,10,Perdido,Medellín,App,Laptops,581.0,67.4,229.0,0.0,Sur,2025-08-08,Catalogo oficial,18199.12,10.0
TRX-10233,PROD-1086,2024-12-15,12.0,940.47,29.87,17,Devuelto,Bogotá,WhatsApp,Laptops,699.0,1358.5,147.0,27.5,Sur,2025-07-05,Catalogo oficial,-5046.230000000001,-10.5
TRX-10234,PROD-3409,2025-12-04,7.0,120.86,33.84,24,En Camino,Medellín,Online,Sin especificar,1045.0,347.22,278.0,0.0,Zona_Franca,2024-04-13,Catalogo oficial,-1618.3600000000001,24.0
TRX-10235,PROD-3268,2025-12-03,1.0,1837.84,39.45,7,Perdido,Ventas_Web,WhatsApp,Monitores,1699.0,943.62,283.0,10.0,Norte,2025-12-14,Catalogo oficial,854.7699999999999,-3.0
TRX-10236,PROD-1942,2025-04-17,4.0,1960.85,52.73,22,Retrasado,Ventas_Web,Online,Sin especificar,0.0,775.84,237.0,5.0,BOD-EXT-99,2025-11-06,Catalogo oficial,4687.3099999999995,17.0
TRX-10237,PROD-3410,2024-11-10,3.0,867.78,69.83,26,Entregado,Medellín,Online,Smartphones,1645.0,1125.89,149.0,10.0,BOD-EXT-99,2024-05-23,Catalogo oficial,-844.1599999999999,16.0
TRX-10238,PROD-1902,2024-10-24,13.0,1231.19,52.92,21,Devuelto,Barranquilla,Online,Laptops,1880.0,239.54,150.0,10.0,Sur,2025-02-10,Catalogo oficial,12838.53,11.0
TRX-10239,PROD-1029,2025-08-05,4.0,906.09,95.35,22,,Bogotá,App,Accesorios,728.0,1485.66,192.0,0.0,Occidente,2025-04-02,Catalogo oficial,-2413.6300000000006,22.0
TRX-10240,PROD-1290,2025-03-11,1.0,650.54,52.475,1,Retrasado,Medellín,Online,Laptops,90.0,1361.15,232.0,5.0,Zona_Franca,2026-01-14,Catalogo oficial,-763.085,-4.0
TRX-10241,PROD-3899,2025-01-29,12.0,163.86,14.49,12,En Camino,Bogotá,App,,,,,,,,SKU fantasma - sin inventario,,
TRX-10242,PROD-3584,2025-12-13,13.0,917.57,80.87,25,Retrasado,Medellín,Físico,,,,,,,,SKU fantasma - sin inventario,,
TRX-10243,PROD-1241,2025-01-02,2.0,1638.59,36.78,17,,Barranquilla,App,Smartphones,1297.0,925.12,174.0,27.5,Sur,2024-09-05,Catalogo oficial,1390.1599999999999,-10.5
TRX-10244,PROD-1937,2024-10-27,12.0,43.89,40.87,16,Perdido,Cali,WhatsApp,Monitores,139.0,262.71,114.0,10.0,Norte,2025-03-30,Catalogo oficial,-2666.709999999999,6.0
TRX-10245,PROD-1276,2025-07-26,11.0,1168.39,72.34,20,En Camino,Bogotá,App,Laptops,1299.0,619.7,200.0,0.0,Zona_Franca,2025-12-29,Catalogo oficial,5963.25,20.0
TRX-10246,PROD-1128,2025-04-09,13.0,1762.74,93.29,15,En Camino,Medellín,App,Accesorios,479.0,940.26,282.0,5.0,Norte,2025-08-09,Catalogo oficial,10598.949999999999,10.0
TRX-10247,PROD-2353,2025-07-20,9.0,442.92,73.04,29,Devuelto,Cali,App,Laptops,1522.0,1105.07,183.0,27.5,Occidente,2025-10-25,Catalogo oficial,-6032.389999999999,1.5
TRX-10248,PROD-1290,2024-12-08,7.0,374.68,78.71,19,Perdido,Medellín,Físico,Laptops,90.0,1361.15,232.0,5.0,Zona_Franca,2026-01-14,Catalogo oficial,-6984.0,14.0
TRX-10249,PROD-3105,2025-09-26,13.0,1546.83,76.32,20,Entregado,Ventas_Web,App,Sin especificar,1845.0,434.5,236.0,27.5,Zona_Franca,2024-06-26,Catalogo oficial,14383.970000000001,-7.5
TRX-10250,PROD-1974,2025-08-09,6.0,517.62,35.49,17,Retrasado,Bogotá,WhatsApp,Accesorios,1969.0,1094.56,160.0,5.0,Norte,2025-09-20,Catalogo oficial,-3497.129999999999,12.0
TRX-10251,PROD-2140,2024-10-06,2.0,392.05,76.91,26,,Bucaramanga,WhatsApp,Laptops,676.0,281.83,235.0,3.0,Sur,2025-11-25,Catalogo oficial,143.5300000000001,23.0
TRX-10252,PROD-3740,2025-09-06,1.0,762.2,52.475,4,Devuelto,Ventas_Web,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-10253,PROD-2988,2025-01-31,2.0,791.08,79.53,4,,Medellín,App,Smartphones,957.0,505.53,249.0,10.0,BOD-EXT-99,2026-01-23,Catalogo oficial,491.57000000000016,-6.0
TRX-10254,PROD-1877,2025-05-18,7.0,1749.46,55.67,3,Devuelto,Barranquilla,Físico,Tablets,0.0,1325.64,141.0,5.0,Norte,2025-04-09,Catalogo oficial,2911.0699999999997,-2.0
TRX-10255,PROD-3208,2025-06-29,2.0,1240.7,55.99,8,En Camino,Bogotá,Online,Tablets,1424.0,328.86,105.0,5.0,Zona_Franca,2025-03-28,Catalogo oficial,1767.69,3.0
TRX-10256,PROD-1541,2024-11-26,3.0,817.86,77.17,23,Retrasado,Ventas_Web,WhatsApp,Tablets,132.0,578.99,169.0,27.5,Zona_Franca,2024-12-07,Catalogo oficial,639.4399999999998,-4.5
TRX-10257,PROD-3962,2025-11-28,8.0,1073.43,82.62,9,Devuelto,Bucaramanga,Online,,,,,,,,SKU fantasma - sin inventario,,
TRX-10258,PROD-3338,2025-02-07,7.0,1908.39,37.03,2,En Camino,Ventas_Web,Físico,Sin especificar,1880.0,193.89,270.0,10.0,Zona_Franca,2026-01-05,Catalogo oficial,11964.470000000001,-8.0
TRX-10259,PROD-3360,2025-06-18,12.0,235.3,81.15,26,En Camino,Bucaramanga,WhatsApp,Sin especificar,1397.0,1150.36,270.0,10.0,Norte,2025-01-11,Catalogo oficial,-11061.869999999999,16.0
TRX-10260,PROD-2936,2025-05-08,11.0,423.35,82.35,19,Perdido,Cali,WhatsApp,Smartphones,1134.0,1371.12,295.0,0.0,Zona_Franca,2024-04-17,Catalogo oficial,-10507.82,19.0
TRX-10261,PROD-1995,2025-04-11,11.0,1925.43,27.24,22,En Camino,Medellín,App,Monitores,373.0,442.31,153.0,5.0,Sur,2025-11-04,Catalogo oficial,16287.08,17.0
TRX-10262,PROD-2937,2025-02-11,14.0,1915.08,73.11,18,Entregado,Bogotá,WhatsApp,Laptops,280.0,1239.74,154.0,3.0,BOD-EXT-99,2024-12-06,Catalogo oficial,9381.649999999998,15.0
TRX-10263,PROD-2667,2024-12-31,11.0,362.56,22.72,16,Perdido,Barranquilla,WhatsApp,Laptops,600.0,466.89,113.0,0.0,Norte,2025-12-21,Catalogo oficial,-1170.3500000000004,16.0
TRX-10264,PROD-1779,2025-02-07,9.0,298.77,53.06,29,Perdido,Medellín,WhatsApp,Smartphones,825.0,1029.41,262.0,27.5,Occidente,2024-04-08,Catalogo oficial,-6628.82,1.5
TRX-10265,PROD-1386,2025-03-09,12.0,847.96,13.84,28,Entregado,Bucaramanga,App,Smartphones,1145.0,1030.9,222.0,27.5,BOD-EXT-99,2024-03-05,Catalogo oficial,-2209.120000000001,0.5
TRX-10266,PROD-1397,2025-11-03,4.0,108.94,59.58,28,Entregado,Bucaramanga,App,Laptops,582.0,956.73,260.0,3.0,Sur,2024-12-03,Catalogo oficial,-3450.74,25.0
TRX-10267,PROD-3699,2024-12-30,7.0,1313.26,91.32,18,,Bogotá,WhatsApp,,,,,,,,SKU fantasma - sin inventario,,
TRX-10268,PROD-2765,2025-07-30,1.0,164.22,8.37,26,Devuelto,Cali,Físico,Sin especificar,1313.0,470.11,244.0,10.0,Norte,2024-08-17,Catalogo oficial,-314.26,16.0
TRX-10269,PROD-2451,2025-08-07,11.0,125.48,83.52,18,,Bogotá,Físico,Monitores,380.0,924.66,203.0,5.0,Occidente,2025-08-20,Catalogo oficial,-8874.5,13.0
TRX-10270,PROD-2734,2025-08-15,11.0,975.52,53.11,12,Devuelto,Bogotá,Online,Laptops,221.0,515.06,158.0,0.0,Norte,2025-10-17,Catalogo oficial,5011.95,12.0
